contract_version,benchmark,benchmark_kind,target_id,candidate_id,method,label_metric,label,rank,selected,tie_group_size,labelled
1,real,controlled_decoy,1EHZ,decoy_014_partial_collapse,hybrid,true_tm_like,0.0884128395431288,1,True,1,True
1,real,controlled_decoy,1EHZ,decoy_005_partial_collapse,hybrid,true_tm_like,0.14681069263311186,2,True,1,True
1,real,controlled_decoy,1EHZ,decoy_023_partial_collapse,hybrid,true_tm_like,0.13809540360401643,3,True,1,True
1,real,controlled_decoy,1EHZ,decoy_017_backbone_shift,hybrid,true_tm_like,0.32998122741594693,4,True,1,True
1,real,controlled_decoy,1EHZ,decoy_002_medium_noise,hybrid,true_tm_like,0.7052781144934259,5,True,1,True
1,real,controlled_decoy,1EHZ,decoy_001_small_noise,hybrid,true_tm_like,0.9279827382765696,6,False,1,True
1,real,controlled_decoy,1EHZ,decoy_004_loop_distortion,hybrid,true_tm_like,0.5255932330421911,7,False,1,True
1,real,controlled_decoy,1EHZ,decoy_008_backbone_shift,hybrid,true_tm_like,0.6860562438107641,8,False,1,True
1,real,controlled_decoy,1EHZ,decoy_018_segment_bend,hybrid,true_tm_like,0.6743935082033333,9,False,1,True
1,real,controlled_decoy,1EHZ,decoy_009_segment_bend,hybrid,true_tm_like,0.801496201946866,10,False,1,True
1,real,controlled_decoy,1EHZ,decoy_027_segment_bend,hybrid,true_tm_like,0.4491186508195052,11,False,1,True
1,real,controlled_decoy,1EHZ,decoy_003_large_noise,hybrid,true_tm_like,0.43491450009319094,12,False,1,True
1,real,controlled_decoy,1EHZ,decoy_010_small_noise,hybrid,true_tm_like,0.5196700822550265,13,False,1,True
1,real,controlled_decoy,1EHZ,decoy_013_loop_distortion,hybrid,true_tm_like,0.3949023303956303,14,False,1,True
1,real,controlled_decoy,1EHZ,decoy_022_loop_distortion,hybrid,true_tm_like,0.3016487816166002,15,False,1,True
1,real,controlled_decoy,1EHZ,decoy_026_backbone_shift,hybrid,true_tm_like,0.11082344387197307,16,False,1,True
1,real,controlled_decoy,1EHZ,decoy_019_small_noise,hybrid,true_tm_like,0.254790822544762,17,False,1,True
1,real,controlled_decoy,1EHZ,template_1F7Y_001,hybrid,true_tm_like,0.009289751693209733,18,False,1,True
1,real,controlled_decoy,1EHZ,decoy_011_medium_noise,hybrid,true_tm_like,0.2080337183275485,19,False,1,True
1,real,controlled_decoy,1EHZ,decoy_028_small_noise,hybrid,true_tm_like,0.1287094616747274,20,False,1,True
1,real,controlled_decoy,1EHZ,template_4RNE_002,hybrid,true_tm_like,0.009681622843164053,21,False,1,True
1,real,controlled_decoy,1EHZ,decoy_012_large_noise,hybrid,true_tm_like,0.09690986083516497,22,False,1,True
1,real,controlled_decoy,1EHZ,template_4RBQ_005,hybrid,true_tm_like,0.00869957624037187,23,False,1,True
1,real,controlled_decoy,1EHZ,template_1XJR_003,hybrid,true_tm_like,0.01680744339001714,24,False,1,True
1,real,controlled_decoy,1EHZ,template_2Q1O_004,hybrid,true_tm_like,0.011023103748477986,25,False,1,True
1,real,controlled_decoy,1EHZ,decoy_020_medium_noise,hybrid,true_tm_like,0.08203850442380563,26,False,1,True
1,real,controlled_decoy,1EHZ,decoy_015_over_expansion,hybrid,true_tm_like,0.0554428706755354,27,False,1,True
1,real,controlled_decoy,1EHZ,decoy_006_over_expansion,hybrid,true_tm_like,0.04202991140491255,28,False,1,True
1,real,controlled_decoy,1EHZ,decoy_029_medium_noise,hybrid,true_tm_like,0.044660127913376466,29,False,1,True
1,real,controlled_decoy,1EHZ,decoy_021_large_noise,hybrid,true_tm_like,0.02976953170924667,30,False,1,True
1,real,controlled_decoy,1EHZ,decoy_024_over_expansion,hybrid,true_tm_like,0.0391674162947032,31,False,1,True
1,real,controlled_decoy,1EHZ,decoy_025_local_clash,hybrid,true_tm_like,0.1527547936643593,32,False,1,True
1,real,controlled_decoy,1EHZ,decoy_030_large_noise,hybrid,true_tm_like,0.01710098867194098,33,False,1,True
1,real,controlled_decoy,1EHZ,decoy_007_local_clash,hybrid,true_tm_like,0.20556424220670233,34,False,1,True
1,real,controlled_decoy,1EHZ,decoy_016_local_clash,hybrid,true_tm_like,0.17848779088635378,35,False,1,True
1,real,controlled_decoy,1F7Y,decoy_005_partial_collapse,hybrid,true_tm_like,0.13162502150573052,1,True,1,True
1,real,controlled_decoy,1F7Y,decoy_014_partial_collapse,hybrid,true_tm_like,0.13675428630319517,2,True,1,True
